start,end,text
0.0,30.0,ええええええええええええええええええええええええええええええええええええええええええええええええええええええええええええええええええええええええええ�
30.0,32.0,ん
37.08,40.6,ラクーソシティやろや
43.92,46.96,ラクソシティ
60.0,62.0,ん
64.44,72.04,なんかね今ねラクーンシティがようやく 選ばれないバグが終わったらしいぞ
75.04,78.96000000000001,アップででいける確率めっちゃ上がったマジで
78.96000000000001,80.96000000000001,ん
87.84,89.84,おっ
91.36000000000001,94.96000000000001,復活するまでだいぶ時間がかったわ
109.12,114.12,あそうだマイクラテストしなきゃ金曜日でいいかな
114.52000000000001,118.16000000000001,金曜日動画もう1本撮りてんだよな
120.88000000000001,125.28,なんだかんだで早いなぁ1年過ぎるのって
134.44,137.44,村がすげー
139.96,141.96,ブーブー
147.52,153.60000000000002,マニュアルのスタンプがれフープ付け ウゼー
153.60000000000002,159.96,いらー なにこれピンポイントのスタンプ
161.24,166.28,なんてもんだこれ ポックウィーヴァイルっていう名前なのか
166.32,171.52,ガーチョンプあポケモンのガーチョンプ ポケモンの
171.52,174.72,ウィーヤーヴァイル
176.68,180.0,ウィーヤーヴァイルらしい
187.92000000000002,191.88,まあ受け止めるしかないなぁ
197.28,199.28,ん
207.96,212.88,くそ真剣に行ったんだけどねよ 昨日から
219.52,224.04,hp 満タンだったらあいつかててたかなぁの
225.04,231.48,クロスポイズン打つやつ 多分勝つよね炎の牙からクロスポイズンでなぁ
231.48,240.68,なぜ俺死に出しながら何がラティアス来るとどうしても大事にしすぎちゃうなぁ あんなラティアス切ってさぁ死に出しでさぁ
240.68,244.23999999999998,炎の牙からのクロスポイズンでも
244.32,250.88,ゲッツなんじゃねーか 冷パンランスだった辻切りは
251.88,257.15999999999997,冷パンって75辻切り80だよね
261.56,265.52,冷パンランスだった辻切り落ちてるなぁ
269.4,274.48,いやなんで初手で冷パン売ってきたんだよふざけんな 浮かすっ
274.48,278.56,ムカつくマジだ
278.92,281.84,辻は確定なんだ
293.6,299.44,いやどうしてもラティアス残したくなっちゃったんだよなぁ まあでもたらればかそれも
299.48,311.16,ラティアス残してたから勝てるっていう3匹目だったかもしれないしね たらればだなカビゴンHP満タンで残るかラティアスHP満タンで残るかだもんね
311.16,320.15999999999997,カビゴンだったら大抵のポケモン勝てそう あの格闘タイプだとあれあのカイリーキリゴ出てきたら負けだね
321.68,326.15999999999997,答えは未だに見つからない
330.44,332.44,ん
341.48,348.15999999999997,4倍弱点いやーでもラティアスは4倍弱点ねーんだよな弱点多いんだよなぁ ちょっとなぁ
348.20000000000005,360.04,マニューラーが強いマジでいつも負けてる気がする 今日マジで勝つ勝つと思ったんだけどなぁ精神もすげー充実してた
360.04,364.36,強気にいろいろ打てたのにエッジとかも
365.36,367.36,ん
375.76,379.6,村がすごいなウィーンって
395.0,397.0,ん
407.6,409.8,さあ
411.2,415.68,楽にしてめっちゃ簡単に行けるオファリング ok くわっ
416.68,424.16,お風呂入って歯磨きして体を清めてきたから オリンピックまで1回も見てねーな
424.16,428.36,なんかここまで来たら見ねえほうがいいんじゃねーか別にオリンピックアンチってわけ じゃねーんだけど
428.36,438.16,絶対見ねーぞって決めてるわけじゃないんだよなんかオリンピックやってやる時間でさ 海外でオリンピックが開催されるとき深夜とか朝方にあるからさ逆に見れるんだけど
439.16,446.56,比較的さ昼間用事があったりして夜配信してるじゃん オリンピック見るチャンスが意外とねー
450.76000000000005,454.28000000000003,野球の決勝は見よっかな
454.72,456.72,ん
461.88000000000005,471.88000000000005,ただ今その日本のメダルが何個みたいなのはネットで見てるよ 今1位なんでしょにアメリカサイン中国中国すげーなど
471.88,486.36,これプレイできるのかえっ 何をダウンロードしてねーまー
491.68,495.36,あそんなアップでかかる
495.72,497.72,ん
500.16,504.12,何待ちこれ自動アップ
511.76,522.32,明日は夕方頃西堀がジョコビッチのそれは熱いねー 直美ちゃん負けちゃったんでしょしかも3回戦かなかでネットニュース見たぞ
525.36,529.36,西堀とジョコビッチは何回戦なの
539.6800000000001,542.52,何回戦 ベスト8
542.52,545.64,えっ ある
545.64,548.04,ある
548.0799999999999,557.9599999999999,いいなばの最悪そうだぞ監督らが誰がやってもって言われんじゃねーけど もう完璧だーみたいな人って言われたくない
557.9599999999999,567.5999999999999,でも名称になればなるほど なんか変な際出さないイメージあるはもう打たせる投げさせるのみ
567.5999999999999,571.92,何もしないって結構大変だからねー
572.1999999999999,574.8,モチベーターみたいなね
585.64,589.7199999999999,右な場が何が悪いのどこがどういうふうに悪いの
589.72,597.6,いやだってあんだけのさあ選手揃ってたらさぁ 山本義徳なんてさぁ普通に打たれねーじゃん変な際出さなきゃ
597.6,603.28,好きに投げてれば 深刻スクイーズ何それ
603.28,610.96,それバグだから自動起動チェックでないと一生ループするはい自動起動何それ 自動起動って何が悪いの
611.96,615.96,じゃあ 普通に
617.96,619.96,うーん
620.96,622.96,ん
622.96,624.96,ん
624.96,626.96,ん
626.96,628.96,ん
628.96,630.96,ん
630.96,632.96,ん
632.96,634.96,ん
634.96,636.96,ん
636.96,638.96,普通に
638.96,640.96,ん
640.96,642.96,ん
642.96,644.96,ん
644.96,646.96,ん
646.96,648.96,ん
648.96,650.96,ん
650.96,652.96,ん
652.96,654.96,ん
654.96,656.96,ん
656.96,658.96,ん
658.96,660.96,ん
660.96,662.96,ん
662.96,664.96,ん
665.96,670.96,これで ok 回 まだやるかい
