start,end,text
0.0,2.0,うぅはぁっ
2.0,4.0,うぅはぁっ
16.0,18.0,こんにちは
20.0,22.0,こんにちは
22.0,24.0,今日もね元気に生放送を
24.0,26.0,していこうかなと
26.0,28.0,思いますうんこちゃんです
28.0,29.5,宜しくお願いしまーす
29.5,32.0,礼儀正しいにも程があるな俺は
33.0,35.0,今ニコ生で礼儀正しさで言ったら
35.0,36.5,突き抜けてるな俺が今
36.5,38.5,こんなに丁寧な挨拶でね
38.5,41.0,皆さん えーびっくりしちゃったと思うんですけど
41.0,42.0,まぁ今日もね
42.0,44.5,元気に生放送をしていこうかなと思います
45.0,45.5,あのねー
45.5,47.5,たちめーびーのうんこちゃんが出たら
47.5,49.0,私に教えてください
49.0,50.0,今日はやるだろうと思ってた
50.0,52.0,はい 今日もやっていこうかなと
52.0,53.0,でちょっとねー
53.0,54.0,私ちょっとマニフェストとして
54.0,56.5,一日一枠を掲げていたんですけど
56.5,57.5,ちょっとそれはね
57.5,59.0,えー無茶じゃないかなと
59.0,60.0,思いましたので
60.0,61.5,二日から三日に一回ね
61.5,64.0,えー路線を変更していこうかなと
64.0,65.0,思っておりますので
65.0,66.0,皆さんもね
66.0,67.0,たかが一日やんなかっただけで
67.0,68.5,失踪をつって言わないでください
68.5,70.5,頑張ってねやっていこうと思うんで
70.5,71.5,免許の更新
71.5,72.5,明日しに行きますよ
72.5,74.0,免許の更新は
74.0,75.5,明日しに行くので
76.5,77.5,まぁその結果はね
77.5,80.0,随時皆さんにお知らせしていくと
80.0,82.0,そういう形を取らせていただきたいと思います
82.0,83.5,今日はハズレ枠ですよ
83.5,84.5,あーそうそうそう
84.5,85.5,今月中にね
85.5,87.5,一回ぐらい紙買い作ろうかなと
88.0,89.0,あ今月中じゃない
89.0,90.0,来月中にね
90.0,90.5,思ってるんで
90.5,91.5,2月の
91.5,93.5,25日ぐらいかな
93.5,94.5,それぐらいにちょっとね
94.5,96.0,当たり枠しようかなと思ってるんで
96.0,96.5,皆さんもね
96.5,97.5,それまでは黙ってね
97.5,100.0,私のハズレ枠に付き合っていただければなと
100.0,101.0,思います
101.0,101.5,えーちょっと
101.5,102.5,たちみエイビーのうんこちゃんに
102.5,103.5,挨拶しに
103.5,104.5,挨拶をしに行くんで
104.5,106.5,皆さん目をつぶっていただけたらなと思います
110.0,111.0,こんにちは
116.5,118.0,すいませんすいません
119.0,120.5,あもう目開けていいですよ
121.0,121.5,もう目開けていいですよ
121.5,122.0,半年ぶり
122.0,123.5,あ半年間か
123.5,125.5,半年って考えたら長いですね
125.5,127.0,半年ぶりのうんこちゃんはどうですか
127.0,129.5,半年ぶりのうんこちゃんを感じてください今日は
130.0,131.0,なのでね
131.0,132.0,免許いっても
132.0,134.0,マークX6に乗ってねえじゃん
134.0,135.0,いやでもさ
135.0,136.0,いいじゃないですか
136.0,138.5,モンペに買ってもらったプレゼントなんで
138.5,139.5,そこはね大事に
139.5,141.5,これから向こう3年ぐらいね
141.5,142.5,乗りこなしていこうかな
142.5,143.0,陶儀を攻め
143.0,144.5,陶儀を攻めようかなと
144.5,145.5,思っております
146.5,147.0,いやでもね
147.0,148.0,まあ今日も元気ですよ
148.0,150.0,私ね今日も会社でちょっといじめられて
150.0,151.0,帰ってきたんですけど
151.0,152.5,ぜーんぶ剥奪されました
152.5,154.0,私の権限
154.0,156.0,ぜーんぶ剥奪されたんですけど
156.0,158.0,まあ3月までの辛抱だなと
158.0,159.5,思いましたので
159.5,160.5,まあちょっとね
160.5,161.5,反抗せずに
161.5,163.5,チームリーダーその他諸々の権限
163.5,164.5,ぜーんぶ
164.5,167.0,業務委員会も剥奪されました私
167.0,167.5,一
167.5,170.5,本当に一平試合になり下がりまして
170.5,171.5,すべてね
171.5,173.5,権限剥奪されてしまったんで
173.5,174.5,それでもね
174.5,175.5,頑張っていこうかなと
175.5,177.5,チームリーダーの役割
177.5,179.5,全うできたんじゃないでしょうか私は
179.5,181.5,半年間というね
181.5,182.5,短い期間だったんですけど
182.5,183.5,チームリーダーの役割をね
183.5,185.5,全うできたんじゃないのかなと
185.5,187.5,後世に名を残せたんじゃないのかなと
187.5,189.5,気楽でいいじゃないか
189.5,191.5,まあそういう声もあるんだけどさ
191.5,192.5,いざね
192.5,193.5,いざ本当にそうやって
193.5,195.5,すべての権限を剥奪されると
195.5,197.5,悲しいですよ本当に
197.5,199.5,本当にこっから先の2ヶ月間
199.5,201.5,俺はこの会社にとって
201.5,203.5,無益な存在なんだなっていうのをね
203.5,204.5,痛感するんで
204.5,205.5,大学は行きません
205.5,206.5,それはね私が
206.5,207.5,社会
207.5,209.5,会社を辞める公実なんで
