start,end,text
0.0,1.8800000000000001,とんでもないなーって思うけど
2.5,3.8000000000000003,今日これから何しよっかなー
3.8000000000000003,5.2,なんかとりあえずダラダラダラダラ
5.2,7.6000000000000005,身も蓋もない雑談して
7.6000000000000005,9.6,で、一回放送切って
9.6,11.200000000000001,飯食って
11.8,12.8,っていう感じかな?
13.9,15.200000000000001,なんかやろうかなっていう
15.200000000000001,16.4,あんま喋りすぎちゃうとよ
16.4,17.400000000000002,腹筋痛くなっちゃうから
23.6,25.400000000000002,腹筋痛くなっちゃうから気を付けなきゃ
27.2,28.400000000000002,一番やばいのは
28.6,29.8,脳外科医じゃない
29.8,31.400000000000002,うーん
31.400000000000002,32.2,ま、そうだよな
32.2,34.400000000000006,やっぱさ、脳みそと心臓ってさ
35.0,36.2,でかいよね
36.2,36.800000000000004,他の部分って
36.800000000000004,38.400000000000006,亡くなってもなんとかなるじゃん
38.400000000000006,39.6,脳みそと心臓亡くなったら
39.6,41.400000000000006,人って死ぬからね
41.400000000000006,42.400000000000006,脳みそ亡くなっても
42.400000000000006,43.5,人って生きてられるじゃん
43.5,44.0,たぶん
44.0,45.2,心臓動いてれば
45.2,46.2,脳死しても
46.2,47.400000000000006,植物人間で
47.400000000000006,49.0,心臓
49.0,50.0,血管外科
50.0,51.6,循環器内科の先生は
51.6,53.400000000000006,俺病院の中でトップだと思う
53.400000000000006,54.2,心臓動いてれば
54.2,55.800000000000004,まだ家族が間に合うからさ
55.800000000000004,57.6,もう絶対死ぬ
57.6,59.0,でも最後に合わせてあげたい
59.0,59.6,家族を
59.6,60.4,心臓動いてたら
60.4,61.2,まだ生きてます
61.2,62.0,まだ生きてます
62.0,63.0,何か言ってあげてくださいって
63.0,63.800000000000004,言えるじゃん
66.4,67.2,脳みそ
67.2,68.6,脳みそいくら
68.6,69.2,健康でも
69.2,70.8,心臓止まってたら
70.8,72.0,その臨床学的には
72.0,72.8,もうこの人は死んでます
72.8,74.2,瞳孔開いて
74.2,75.0,心停止してて
75.0,75.4,呼吸してない
75.4,75.8,死んでます
75.8,76.6,なっちゃうでしょ
78.4,80.2,循環器の内科
80.2,81.8,心臓血管外科の先生は
81.8,82.6,やっぱすごい
82.6,83.6,大連されてるなって
83.6,84.6,イメージが
84.6,85.8,あるね
86.8,88.39999999999999,勝手なイメージだけどね
88.39999999999999,89.8,そう心停止がピーってなるまでが
89.8,91.2,人生と仮定すると
91.2,92.8,その最後に立ち会う先生は
92.8,94.2,心臓の先生なんじゃないの
98.2,99.39999999999999,診断員がすごい
99.39999999999999,100.2,ドクターハウスで見た
100.2,101.2,何ドクターハウスって
101.2,102.6,チームバチスタ見たいね
102.6,103.6,あれって
103.6,105.6,バチスタってあれでしょ
105.6,107.8,それこそ心下の先生の話だよね
107.8,109.0,見たいわ
109.0,110.4,でも
110.4,112.8,見れなかったんだよね
112.8,113.8,まずアラを探しちゃう
113.8,114.4,いやいや
114.4,116.2,こんなことあり得ないでしょ
116.2,117.2,ってさ
117.2,118.4,なっちゃうじゃん
118.4,119.80000000000001,変にかじってると
119.80000000000001,120.4,例えばさ
120.4,121.80000000000001,野球好きな人が
121.80000000000001,124.0,H2の
124.0,125.4,ルーキーズ見て
125.4,126.60000000000001,市原ハヤトのフォーム見て
126.60000000000001,128.6,これで140出るわけ
128.6,129.6,ねえじゃねえかよ
129.6,130.8,って思うでしょ
130.8,131.8,何この素人がちょっと
131.8,132.4,練習したような
132.4,133.0,あれじゃねえかよ
133.0,134.0,ってなるじゃん
134.0,135.20000000000002,そういうのがやっぱ
135.20000000000002,136.0,見えちゃうの
138.0,138.6,いやいや
138.6,139.4,こんなさ
139.4,141.0,オペ中にこんなことさ
141.0,142.4,できるわけないでしょ
142.4,143.4,思っちゃうわけよ
145.6,147.8,医者は足りてんじゃない
147.8,149.0,ERはなんかすごい
149.0,151.0,良いらしいね
151.0,154.0,ERは
154.0,155.20000000000002,あんな女の子みたいな
155.20000000000002,156.4,投げ方だよ
156.4,157.6,140キロ出るわけ
157.6,158.20000000000002,ねえだろ
158.20000000000002,159.6,って思っちゃうわけよ
163.6,164.4,だから
164.4,165.6,ナースのお仕事とかは
165.6,166.4,好きだった
166.4,167.6,あれって別にさ
167.6,169.0,医療の話してないじゃん
169.2,170.0,ドゥンドゥンドゥンドゥン
170.0,171.2,ドゥンドゥンドゥンドゥン
171.2,172.8,ドゥンドゥンドゥンドゥンドゥン
172.8,173.2,てか
173.2,175.0,朝倉の物語
175.0,175.6,じゃん
175.6,176.6,ああいうのは好きで見てた
176.6,178.0,お母さんが好きですごい見てたから
178.0,180.6,俺も見てた
180.6,183.6,あれ面白かったよね
183.6,185.8,あれは面白かった
185.8,186.2,でもなんかさ
186.2,189.4,本格的な医者のドラマとかは
189.4,190.2,見えないんだよね
190.2,192.0,俺先生好きだからさ
192.0,193.8,よく見てるから
193.8,195.4,こんなのありえない
195.4,198.0,ってなっちゃうんだよね
198.0,199.6,医療系はちゃんと監修の人いるね
199.6,200.4,あれ先生立ち会ってるんだよね
200.4,201.8,たぶんね
201.8,203.2,先生
203.2,205.6,臨床検査技師っていいじゃん
205.6,209.6,俺いいと思うよ
209.6,211.6,リハビリの先生とかさ
211.6,213.2,技師さんとかさ
213.2,214.4,そういう
214.4,217.0,なんかちょっと落ち着いて働ける
217.0,217.8,のはいいよね
217.8,218.8,まあ忙しいんだろうけど
218.8,221.2,ドクターごと思う
221.2,222.0,俺ないな
222.0,223.8,見れない
223.8,224.4,見れないわ
224.4,226.2,ドクターごと思う
226.20000000000002,228.4,見れない
228.4,231.8,なんかちょっと違うんだよなって
231.8,233.8,非現実的なのは
233.8,236.60000000000002,いいね
236.60000000000002,237.4,踊るダイソーさんでも
237.4,238.8,こんな楽しい現場なんてないって
238.8,240.00000000000003,言ってた
240.00000000000003,240.60000000000002,あのさ
240.60000000000002,242.8,例えばさ
242.8,245.00000000000003,警察官が踊るダイソーさんで見て
245.00000000000003,246.8,こんなわけねえだろ
246.8,248.20000000000002,室井さん
248.20000000000002,249.8,なんとか閉鎖できません
249.8,250.8,できるわけねえだろ
250.8,252.00000000000003,と思うでしょ
252.00000000000003,253.4,お前レインボーブリッジなんか
253.4,254.8,閉鎖できるわけねえだろ
254.8,255.4,って思うでしょ
255.4,256.8,室井さーんって
256.8,258.4,絶対思うでしょ
258.4,260.4,それと一緒だよ
260.4,262.0,できないじゃんそんなの
262.0,263.0,キューメ病棟24時も
263.0,265.6,絶対見れない
265.6,267.8,自分と同じ仕事してる人は
267.8,272.0,多分見れないんじゃない
272.0,273.2,すぐできるの
273.2,274.0,レインボーブリッジが
274.0,275.0,でも過去閉鎖されたことなんて
275.0,275.8,ないでしょ
275.8,277.0,それと同じよな
277.0,278.2,一番近いのは何
278.2,280.2,麻麻酸素は違うな
280.2,281.0,なんかないでしょ
281.0,282.0,例えばみんなの
282.0,283.0,あれ教えてよ
283.0,285.2,銀行に勤めてる人が
285.4,287.2,半沢直樹を見てどう思うかとか
287.2,288.8,銀行に勤めてる人いる
288.8,289.59999999999997,半沢直樹どうなの
289.59999999999997,291.0,俺は銀行のことなんか
291.0,291.8,何も知らないから
291.8,293.59999999999997,超面白かったのね
293.59999999999997,295.2,で踊る大蔵作戦も
295.2,296.0,警察のことなんか
296.0,297.2,何も知らないから
297.2,301.59999999999997,すごい楽しかったの
301.59999999999997,304.8,半沢リアルなの
304.8,306.59999999999997,あ教員が金髪見て
306.59999999999997,307.59999999999997,どう思うかとかさ
307.59999999999997,308.8,俺金髪も大好きなの
308.8,310.2,ああいう職業に
310.2,311.4,スポットを当てたドラマとか
311.4,314.8,すっごい好きなのね
314.8,315.8,あそうそう
315.8,318.8,その弁護士がリーガルハイ見て
318.8,320.2,あれリーガルハイは別にちょっと違う
320.2,322.2,あれってネタでしょ
322.2,326.0,ネタ系の
326.0,327.8,半沢直樹は電卓の打ち方で
327.8,328.2,ガチで泣いた
328.2,329.6,そういうの絶対あるよね
329.6,332.0,そういうの絶対あるよね
332.0,334.2,なんかほころびが消えるでしょ
334.2,336.0,いや電卓もこんなんじゃねえだろ
336.0,338.40000000000003,そういう細かいところ見ちゃうんだよ
