start,end,text
0.0,2.0,えっ
9.58,11.58,いやー
17.92,19.92,あ、カンゴに行かなくなったの言わなかったっけ?
21.1,23.1,やべ、言い忘れそう
25.04,27.04,お姉ちゃんたちだけ行くことになった
30.88,32.88,言い忘れてた、そういえば
32.88,34.88,ちょっと軽い仕事が入っちゃってさ
44.24,46.24,ま、また俺は近々行こうかな
47.28,49.28,今起きたわー
49.84,51.84,よう寝た
51.84,61.84,何回も、100回聞いたよ
64.4,66.4,100回聞いた
66.4,68.4,今日まあ機嫌いいな
68.4,70.4,なんかクソ寝たんだよね
70.4,72.4,マジで今起きた
72.4,74.4,なんで15分雑談するの
74.4,76.4,なんか15分雑談して
76.4,78.4,体起こしてからやろうかなと思って
82.8,84.8,ユリースたこ焼き焼くのうまかったわ
96.80000000000001,98.80000000000001,みんなに言ってたんだけどさ
98.80000000000001,100.80000000000001,こいつ何なんマジで
100.80000000000001,102.80000000000001,あいつ何なのあのイスミとかやつ
102.80000000000001,104.80000000000001,あいつ何なのマジで一体
104.80000000000001,106.80000000000001,俺さ冗談かと思ってさ
106.80000000000001,108.80000000000001,なんだ戦国もそういう冗談言えるんだ
108.80000000000001,110.80000000000001,みたいな感じで思ってたけど
110.8,112.8,あれ
112.8,114.8,あれ何なのあの人
114.8,116.8,一体
116.8,118.8,何者なの一体
118.8,120.8,俺から一言言っていい?
120.8,122.8,うるせえ黙っとけバカおい
122.8,124.8,お前なんかめんどくせえんだよ
124.8,126.8,結局さ尻抜きできねえんだから
126.8,128.8,ぼーっとしとけ頼むから
128.8,130.8,ぼーっとしとけ
130.8,132.8,自分のことだけ考えとけ
132.8,134.8,マジで
134.8,136.8,あいつのツイッターに貼り付けて
136.8,138.8,お前マジで黙っとけお前
138.8,140.8,マジで
142.8,144.8,あの人何者なのマジで
152.8,154.8,黙っとけぼーっとして
154.8,156.8,自分のチームのことずっと考えて応援しとけ
168.8,170.8,ヌマップの新メンバー
178.8,180.8,俺
180.8,182.8,ちゃんとしっかり
182.8,184.8,理解できないんだけどさ
184.8,186.8,あの人一体何者なのマジで
198.8,200.8,俺なんかノリでやってんのかなと思ってた
200.8,202.8,仲良くてノリでやって
202.8,204.8,なんかみんな仲良しだなと思ってたんだけどさ
214.8,216.8,戦国のオーナーに話しつけに行くってわかった
216.8,218.8,なんかめんどくせえからさ
218.8,220.8,下っぽと話すのめんどくせえから
220.8,222.8,戦国のオーナーと話すわわかった決めた
222.8,224.8,みんなも触れないでください
224.8,226.8,これ何なんすか
226.8,228.8,ガチャガチャしたいんすかみたいな
228.8,230.8,もうオーナーと話すわ
230.8,232.8,決めた俺が連絡取るわ
232.8,234.8,何なんすかみたいな
234.8,236.8,みんなは気にしね
236.8,238.8,めんどくさい
244.8,246.8,俺とオーナーがバロと決着つけるの
246.8,248.8,遅そうだな
248.8,250.8,めんどくせえから俺とオーナーが
252.8,254.8,バロランドで決着つけるわ
254.8,256.8,負けたほうが九州な
256.8,258.8,負けたら九州
258.8,260.8,九州合併
270.8,272.8,いや俺のが強い
272.8,274.8,絶対
274.8,276.8,オーナーもいすみとぐるだよ
276.8,278.8,レートツイートにチャラけたリプレイしてた
278.8,280.8,なんか
280.8,282.8,いや別にいいんだけどさ
282.8,284.8,ほんとにいいんだけどさ
284.8,286.8,自分たちがさ
286.8,288.8,絶対マイナスプロモーションだって
298.8,300.8,マイナスプロモーションなっちゃう
300.8,302.8,マイナスプロモーション
302.8,304.8,マイナスプロモーションなっちゃう
304.8,306.8,そんなの
306.8,308.8,だってあれだよね
308.8,310.8,メインステージ行ってるよね
310.8,312.8,しかも俺応援してるのに戦国ゲーミング
312.8,314.8,俺フィスカーいるから
314.8,316.8,戦国ゲーミング応援してんだぜ
318.8,320.8,公言してるのにもう応援しねえけど
324.8,326.8,もったいなくない
326.8,328.8,いや俺マジで応援してたのにすごい
328.8,330.8,もう二度と応援しないけど
330.8,332.8,応援してたのに
332.8,334.8,しかも俺別にスクリーンもやりたくなかったのに
334.8,336.8,忙しくてさこっちは
336.8,338.8,ギャラももらわずに出てさ
338.8,340.8,俺やりたくなかったんだよ
340.8,342.8,忙しいから
344.8,346.8,本心を言うと
350.8,352.8,もうやめてください
352.8,354.8,もうだるいんで
360.8,362.8,めんどくせえじゃん
364.8,366.8,なんか選手たち頑張っててさ
366.8,368.8,あんなにさ
368.8,370.8,俺フィスカー好きだからさ
370.8,372.8,あんな大変なことがあってさ
372.8,374.8,復活してさ
374.8,376.8,頑張ってよって
376.8,378.8,本気で思ってたのに
384.8,386.8,この件に触れるために雑談を
386.8,388.8,この件とカイユータに触れるために
388.8,390.8,俺雑談を撮った
390.8,392.8,最近腹渡り逃げくり返り系が多いんだよね
392.8,394.8,俺
394.8,396.8,そんなことに韓国旅行の話しよう
396.8,398.8,いや韓国旅行はちょっと仕事が入っちゃって
398.8,400.8,俺は行けなくなっちゃったんだよね
400.8,402.8,お姉ちゃんに行っといてって
402.8,404.8,明日から行くんじゃないかな
406.8,408.8,大阪派やらなかったけど
408.8,410.8,俺大阪派やってたら負けてたわ
410.8,412.8,負けてたわ
416.8,418.8,マリアエレーナの復唱に100万って
418.8,420.8,俺頭の中でかけてたの
424.8,426.8,だから100万実質儲けたと
428.8,430.8,思いました
432.8,434.8,そんなことに今日社会
434.8,436.8,新社会人1日目が終わったぞ
436.8,438.8,超ざまぁ
438.8,440.8,地獄だよ
446.8,448.8,もう君たちにバラ色の人生は待ってません
452.8,454.8,懲役
454.8,456.8,43年
456.8,458.8,執行猶予0年
464.8,466.8,カイユータとの新社会人と
466.8,468.8,新社会人以外ばっかやろ
472.8,474.8,俺ほんと7時に起きて
474.8,476.8,7時からバイオやろうと思ってたのに
476.8,478.8,今起きちゃった
478.8,480.8,まだ脳みそが起きてないの
488.8,490.8,みんなで起きようよ
496.8,498.8,空腹
500.8,502.8,はぁ
508.8,510.8,あと3時間雑なしに
510.8,512.8,バイオハザードやりたい
512.8,525.0,【コメント】正直配信者もテキサイレースがやってるから楽なように見えるだけで、メイクが寝やすいもんなしメンタルクッソキツイっていうことにしておこう
525.0,527.0,ほんとつれぇ
527.0,532.4,マジで寝たい時間に寝てさ朝までポーカーやってさ
532.4,536.5,みんなと好きなもん食ってさ
536.5,539.8,寝たい時間に寝てさ起きたい時間に起きてさ
539.8,550.0,なんでこんなつれぇんだ
550.0,552.5999999999999,俺の気持ちも考えてくれよ
552.5999999999999,566.4,外国から来た友達のさたこ焼き食ってさ
566.4,569.5,超つれぇ
569.5,580.3,夏にはメジャーリーグ見に行ってさそのままカナダ行ってさ大自然に触れてさ
580.3,589.4,しんどいよ俺だって
589.4,596.7,ハイパーゲーム大会は赤字だけど1円も払ってなくてさ
596.9000000000001,604.1,せっかくアメリカ行くならユニースに会いに行こうかなと思って
604.1,609.7,マジでそんな生活してるやつなんかうつになりましたみたいな動画上げるとムカつくだろ
609.7,612.1,俺理由がわかんないのほんとに
612.1,617.3000000000001,俺一応さ8年ぐらい会社員してたからわかんないけどなんでこんな暮らしでうつになるのか
617.3000000000001,619.2,マジでわかんないインタビューしてこようか俺が
619.2,623.0,なんでうつになるのこんな暮らししててって
623.0,635.4,俺がインタビューしてこようかみんなの代わりに
635.4,637.2,誰にインタビューまずイスミーにインタビューしてくるね
637.2,659.8000000000001,何どうしたのって話聞くがあって広い人が
659.8000000000001,664.3000000000001,加藤さんから最初から終わりって言ってたから最初から会社会に期待してないよ
664.3000000000001,669.4000000000001,まあそれぐらいでいいんだあんまり華やかな暮らし頑張ってると思うのがいいよ
669.4000000000001,680.3000000000001,ツレーやっぱ
680.3000000000001,684.8000000000001,なんで大阪早から逃げたのなんか誰にかけていいかわかんなかった
684.8000000000001,690.6,この前の安田記念もそうかけちゃダメ意外と買ったいところで決まったね
690.6,697.5,ジャックドールでもあれをかけるっていうのはやっぱり少なわけよ
697.5,708.5,単勝何倍だった2.5倍ぐらい3倍あったんだ
708.6,718.6,うまっ
718.6,725.9,まあでも高い上手かったよ
725.9,729.9,いや3着のあのなんだっけあいつに復唱はかけらんないよ
729.9,735.1,1着2着のあの紐付けでさなんか大勝ちしてる人いるんじゃない
735.1,737.8000000000001,3連帯いくらだった
737.8000000000001,743.4,ダノンザキッドだっけでも2着の情報だと結構好評だったんだよな
743.4,751.5,3万ちょいかでかいやーでもかけらんない俺の会
751.5,761.5,俺は会計なかけられない俺だったらね
761.6,774.6,ダノン単勝いったやついるんだやば
774.6,778.9,刑罰はみんなダノンザキッドかけさ俺は初心者か全部なんかねえダノンザキッド
778.9,784.1,ずーっとこの馬ってさいやダノンザキッドいいぞダノンザキッドいいぞって言われ続けてたじゃん
784.1,787.5,何を言ってんだよ
787.5,800.5,公式ゼルト発表ありましたすでにブレーアイ2は完成しています来月5月17にブレーアイ2発売します
800.5,806.1,楽しみ
806.1,810.1,いやもう新しい映像は見ません
810.1,823.3000000000001,頼む見せないでくれ俺に
823.3000000000001,830.3000000000001,見せないで
830.3000000000001,834.1,頼む今金がないんだサブスクのお金返してくれ
834.1,837.3000000000001,500円がお前のスク
837.5000000000001,842.1,750円か厳密に言うぞ
842.1,845.9000000000001,ペットボトル我慢しろもう無理だから
845.9000000000001,848.5000000000001,切り詰めろ切り詰めて切り詰めろ
848.5000000000001,856.7,さすがに今月始まったばっかりで給料が25日に出るとして15から25に出るとして
856.7,861.7,俺も返してやりたい気持ちが山々なんだけど
861.7,870.9000000000001,無理無理本当無理
870.9000000000001,873.7,アークは延期になったみたいだね
873.7,880.3000000000001,おいなんだっけあのこの前のさカロリーの爆弾あの人にカロリーの爆弾紹介してあげて
880.3000000000001,883.5,80円で1400キロカロリー取れるやつ
883.5,886.1,あれ紹介してあげて
886.1,889.3000000000001,メロンクーヘンメロンクーヘン食えしばらく
889.3000000000001,901.5000000000001,メロンクーヘンと小麦粉食え
901.5000000000001,906.7,知ってる東京の少年に松井がただでコーチングされるやつ
906.7,912.9000000000001,まだ場所は発表されてないねただその日公式放送なんだ
912.9000000000001,918.7,ワンチャンなんか早めに終わったら場所わかったらちらっと見に行こうかな
918.7,920.9000000000001,久々に松井見てえよ
920.9000000000001,925.1,俺最後に見たの小学校6年生だからな
925.1,930.9000000000001,何年前26年前25年前
930.9000000000001,936.1,4番センター松井秀樹くんの時しか見てない俺
936.1,939.1,背番号55
939.1,942.1,ジャイアンツのスターティングオーダーを発表します
942.1,945.3000000000001,1番セカンド西利久くん
945.3000000000001,948.7,2番ライトレフト清水くん
948.7,952.1,3番ライト高橋義信くん
952.1,956.1,4番センター松井秀樹くんの時しか見てないからさ
956.1,957.9000000000001,中学校だったかな俺
