start,end,text
0.0,2.0,あ、見えた見えた。つけました。つけました。
3.74,5.74,なんか近いな近いな。
5.74,7.74,近いな。
7.74,9.74,いないな。
9.74,11.74,映ってないじゃん。
13.74,15.74,開始したの?
15.74,17.740000000000002,え、これ始まってんの?
17.740000000000002,19.740000000000002,今一番もう始まった。
19.740000000000002,21.740000000000002,かなり音質強くなったんじゃない?
21.740000000000002,23.740000000000002,違う、俺の方がかっこよく出てる。
25.740000000000002,27.740000000000002,やべえ。
27.740000000000002,29.740000000000002,これひでえかと思った。
30.48,32.480000000000004,貴重いよ。
32.480000000000004,34.480000000000004,俺が言うのもなんだけどね。
35.480000000000004,37.480000000000004,お前なんかヒカキン似てんな。
37.480000000000004,39.480000000000004,いやいや。
39.480000000000004,41.480000000000004,オシャレだと思ってこのカットにしたんでしょ?
41.480000000000004,43.480000000000004,いやいや違う。
43.480000000000004,45.480000000000004,切ってもらった直後は結構いい感じだったんですけど
45.480000000000004,47.480000000000004,自分でやると
47.480000000000004,49.480000000000004,まあキモくなります。
49.480000000000004,51.480000000000004,家で見てた。もうイケてんなと思ったわ。
51.480000000000004,53.480000000000004,切ってもらって
53.480000000000004,55.480000000000004,帰ってきた直後は
55.480000000000004,57.480000000000004,意外とイカシイって思ったんだよね。
58.220000000000006,60.220000000000006,なんか自分で使ってるうちに
72.22,74.22,あ、もうイケてんのかわからなかった。
79.22,81.22,おけんだよ。
83.22,85.22,おめえゴミ入れや。
85.96,87.96,ゴミ?
89.96,91.96,あ、今安定してる。
105.96000000000001,107.96000000000001,やべえなこうやって見ると。
107.96000000000001,109.96000000000001,こういう感じじゃないの?
111.96000000000001,113.96000000000001,あ、動いてる動いてる。
114.7,116.7,隠す。
118.7,120.7,なんで隠すんだこれ。
120.7,122.7,これパソコンでWi-Fiキャッチするんだよ。
122.7,124.7,あ、そっか。
124.7,126.7,バンクじゃなくて無理だよ。
128.70000000000002,130.70000000000002,なんでこんなあれなんだろうな。
130.70000000000002,132.70000000000002,たぶんちょっと配信の
133.70000000000002,135.70000000000002,たぶんあれだよね。
144.70000000000002,146.70000000000002,え、いけなかったらWi-Fi
146.70000000000002,148.70000000000002,県外からさ、普通にニコ生で切ればいいの?
148.70000000000002,150.70000000000002,まあ、そうですね。
150.70000000000002,152.70000000000002,ユーザー放送。
154.70000000000002,156.70000000000002,で、これ充電できるんだよね。
156.70000000000002,158.70000000000002,ここに挿しながら充電させると。
158.70000000000002,160.70000000000002,僕が充電してるから。
162.70000000000002,164.70000000000002,早く来てほしい。
164.70000000000002,166.70000000000002,見てほしい。
170.70000000000002,172.70000000000002,全然。
173.44000000000003,175.44000000000003,この映像でタッグかと思った。
177.44000000000003,179.44000000000003,え、ユーザー放送でやりますよ。
179.44000000000003,181.44000000000003,あ、そうしますか。
196.44000000000003,198.44000000000003,映像で見ると大道みたいな顔してる。
198.44000000000003,200.44000000000003,日本人じゃねえよ。
200.44000000000003,202.44000000000003,顔が。
203.18,205.18,あ、向こうのアーティストみたい。
215.18,217.18,これ衝撃ですよ。
221.18,223.18,面白いじゃん。
229.18,231.18,いいよ。
231.92000000000002,233.92000000000002,とりあえず。
235.92000000000002,237.92000000000002,やばいね。
239.92000000000002,241.92000000000002,帽子か。
241.92000000000002,243.92000000000002,帽子揃ってると結構可愛い感じだったね。
247.92000000000002,249.92000000000002,すげえ楽ある。
249.92000000000002,251.92000000000002,とりあえず。
