*,BOS/EOS
【,補助記号
早送り,名詞
中,接尾辞
】,補助記号
*,BOS/EOS
*,BOS/EOS
【,補助記号
早送り,名詞
中,接尾辞
】,補助記号
*,BOS/EOS
*,BOS/EOS
【,補助記号
早送り,名詞
中,接尾辞
】,補助記号
*,BOS/EOS
*,BOS/EOS
何,代名詞
だ,助動詞
よ,助詞
この,連体詞
クソ,接頭辞
パソコン,名詞
!,補助記号
*,BOS/EOS
*,BOS/EOS
何,代名詞
で,助詞
ここ,代名詞
が,助詞
キタキタ,名詞
って,助詞
なる,動詞
ん,助詞
だ,助動詞
よ,助詞
!,補助記号
*,BOS/EOS
*,BOS/EOS
きっ,副詞
たける,動詞
られる,助動詞
ない,助動詞
ぞ,助詞
これ,代名詞
は,助詞
!,補助記号
*,BOS/EOS
*,BOS/EOS
クソ,接頭辞
パソコン,名詞
まんじ,名詞
だ,助動詞
よ,助詞
ね,助詞
やら,助詞
ぁ,補助記号
*,BOS/EOS
*,BOS/EOS
クソ,接頭辞
パソコン,名詞
か,助詞
声,名詞
が,助詞
*,BOS/EOS
*,BOS/EOS
うーん,感動詞
ちょっと,副詞
ダメ,名詞
だ,助動詞
マジ,形状詞
これ,代名詞
*,BOS/EOS
*,BOS/EOS
ダメ,名詞
だ,助動詞
できる,動詞
ない,助動詞
だって,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
こいつ,代名詞
ちょっと,副詞
ちょっと,副詞
*,BOS/EOS
*,BOS/EOS
ちょっと,副詞
色目,名詞
使う,動詞
って,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
こいつ,代名詞
ちょっと,副詞
色目,名詞
使う,動詞
って,助詞
さ,助詞
上,名詞
くにゃ,副詞
って,助詞
なる,動詞
ん,助詞
だ,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
見る,動詞
て,助詞
おく,動詞
よ,助詞
ほら,感動詞
*,BOS/EOS
*,BOS/EOS
ちょっと,副詞
色目,名詞
使う,動詞
って,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
こいつ,代名詞
すぐ,副詞
こう,副詞
なる,動詞
ん,助詞
だ,助動詞
よ,助詞
マジ,形状詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
クソ,接頭辞
パソコン,名詞
*,BOS/EOS
*,BOS/EOS
水,名詞
ぶっかける,動詞
とく,助動詞
わ,助詞
マジ,形状詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
布団,名詞
帰る,動詞
て,助詞
くる,動詞
まで,助詞
に,助詞
*,BOS/EOS
*,BOS/EOS
そう,副詞
する,動詞
ば,助詞
誰,代名詞
も,助詞
ストレス,名詞
ない,形容詞
できる,動詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
で,助詞
さ,助詞
布団,名詞
は,助詞
どう,副詞
やる,動詞
て,助詞
ゲーム,名詞
実況,名詞
する,動詞
てる,助動詞
の,助詞
あいつ,代名詞
*,BOS/EOS
*,BOS/EOS
布団,名詞
は,助詞
どう,副詞
やる,動詞
て,助詞
ゲーム,名詞
実況,名詞
する,動詞
てる,助動詞
の,助詞
あいつ,代名詞
*,BOS/EOS
*,BOS/EOS
じゃあ,接続詞
F,記号
M,記号
E,記号
は,助詞
ダメ,名詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
たぶん,副詞
ね,助詞
え,感動詞
あれ,代名詞
だ,助動詞
ん,助詞
だ,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
その,連体詞
Windows,名詞
7,名詞
だ,助動詞
と,助詞
まだ,副詞
対応,名詞
する,動詞
てる,助動詞
ない,助動詞
部分,名詞
が,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
色々,副詞
さ,助詞
ある,動詞
ん,助詞
だ,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
上映,名詞
する,動詞
てる,助動詞
ない,助動詞
と,助詞
か,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
それ,代名詞
は,助詞
さ,助詞
なん,代名詞
つう,助動詞
の,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
その,感動詞
ね,助詞
え,感動詞
黙る,動詞
て,助詞
V,記号
i,記号
s,記号
t,記号
a,記号
買う,動詞
たかい,形容詞
ん,助詞
だ,助動詞
よ,助詞
もう,副詞
*,BOS/EOS
*,BOS/EOS
V,記号
i,記号
s,記号
t,記号
a,記号
買える,動詞
みんな,名詞
V,記号
i,記号
s,記号
t,記号
a,記号
*,BOS/EOS
*,BOS/EOS
V,記号
i,記号
s,記号
t,記号
a,記号
を,助詞
買える,動詞
V,記号
i,記号
s,記号
t,記号
a,記号
を,助詞
*,BOS/EOS
*,BOS/EOS
絶対,名詞
そう,副詞
だ,助動詞
よ,助詞
マジ,形状詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
V,記号
i,記号
s,記号
t,記号
a,記号
もう,副詞
売れる,動詞
みんな,名詞
*,BOS/EOS
*,BOS/EOS
Windows,名詞
7,名詞
売れ,名詞
*,BOS/EOS
*,BOS/EOS
これ,代名詞
さ,助詞
どう,副詞
する,動詞
も,助詞
ない,形容詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
布団,名詞
も,助詞
悪い,形容詞
ない,形容詞
よ,助詞
こんな,連体詞
の,助詞
*,BOS/EOS
*,BOS/EOS
Windows,名詞
7,名詞
の,助詞
型,名詞
に,助詞
合う,動詞
てる,助動詞
ない,助動詞
ん,助詞
だ,助動詞
マジ,形状詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
いや,感動詞
もう,副詞
タバコ,名詞
は,助詞
普通,名詞
だ,助動詞
吸う,動詞
てる,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
ちくしょう,名詞
*,BOS/EOS
*,BOS/EOS
こいつ,代名詞
マジ,形状詞
色,名詞
目,接尾辞
ちょっと,副詞
使う,動詞
と,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
すぐ,副詞
天狗,名詞
に,助詞
なる,動詞
やがる,助動詞
た,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
うーん,感動詞
ちょっと,副詞
なん,代名詞
か,助詞
できる,動詞
ない,助動詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
これ,代名詞
上映,名詞
する,動詞
てる,助動詞
ない,助動詞
っつう,助動詞
こと,名詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
ニコ,名詞
生,接尾辞
の,助詞
デスクトップ,名詞
*,BOS/EOS
*,BOS/EOS
いや,感動詞
これ,代名詞
じゃ,助詞
できる,動詞
ない,助動詞
*,BOS/EOS
*,BOS/EOS
気分,名詞
的,接尾辞
だ,助動詞
乗る,動詞
ない,助動詞
やっぱ,副詞
*,BOS/EOS
*,BOS/EOS
完全,形状詞
なり,助動詞
ほんと,名詞
は,助詞
さ,助詞
F,記号
M,記号
E,記号
*,BOS/EOS
*,BOS/EOS
って,助詞
さ,助詞
もう,副詞
今更,副詞
さ,助詞
F,記号
M,記号
E,記号
起動,名詞
する,動詞
ぬ,助動詞
に,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
ゲーム,名詞
実況,名詞
なんか,助詞
できる,動詞
ない,助動詞
な,助詞
と,助詞
思う,動詞
てる,助動詞
た,助動詞
ところ,名詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
この,連体詞
クソ,接頭辞
