*,BOS/EOS
何,代名詞
この,連体詞
グシャ,副詞
って,助詞
言う,動詞
の,助詞
*,BOS/EOS
*,BOS/EOS
何,代名詞
この,連体詞
グシャ,副詞
って,助詞
言う,動詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
いい,形容詞
です,助動詞
始める,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
どう,副詞
も,助詞
こんにちは,感動詞
*,BOS/EOS
*,BOS/EOS
えー,感動詞
うんこ,名詞
ちゃん,接尾辞
と,助詞
申す,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
えー,感動詞
とりあえず,副詞
窓,名詞
閉める,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
ね,助詞
ちょっと,副詞
今日,名詞
あれ,代名詞
だ,助動詞
よ,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
グシャ,副詞
って,助詞
なる,動詞
てる,助動詞
よ,助詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
あっ,感動詞
あっ,感動詞
あっ,感動詞
あっ,感動詞
*,BOS/EOS
*,BOS/EOS
あっ,感動詞
あっ,感動詞
あっ,感動詞
*,BOS/EOS
*,BOS/EOS
悪い,形容詞
ない,形容詞
*,BOS/EOS
*,BOS/EOS
モコ,名詞
の,助詞
夢,名詞
日記,名詞
から,助詞
*,BOS/EOS
*,BOS/EOS
俺,代名詞
も,助詞
見る,動詞
ます,助動詞
た,助動詞
あれ,代名詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
ちょっと,副詞
その,連体詞
感想,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
おのおの,名詞
ね,助詞
皆,名詞
さん,接尾辞
の,助詞
心,名詞
の,助詞
中,名詞
で,助詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
えー,感動詞
紹介,名詞
する,動詞
て,助詞
いただける,動詞
ば,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
と,助詞
思う,動詞
て,助詞
おる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
えー,感動詞
よろしく,副詞
お,接頭辞
願う,動詞
する,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
名前,名詞
だけ,助詞
で,助詞
も,助詞
ね,助詞
覚える,動詞
て,助詞
帰る,動詞
て,助詞
いただける,動詞
ば,助詞
な,助詞
と,助詞
*,BOS/EOS
*,BOS/EOS
えー,感動詞
うんこ,名詞
ちゃん,接尾辞
と,助詞
申す,動詞
ます,助動詞
よろしく,副詞
お,接頭辞
願う,動詞
する,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
ちょっと,副詞
ね,助詞
なん,代名詞
て,助詞
いう,動詞
の,助詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
雑談,名詞
軽い,形容詞
ね,助詞
する,動詞
て,助詞
から,助詞
ちょっと,副詞
本題,名詞
に,助詞
*,BOS/EOS
*,BOS/EOS
入る,動詞
て,助詞
いく,動詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
本題,名詞
が,助詞
ある,動詞
ん,助詞
です,助動詞
よ,助詞
珍しい,形容詞
ない,形容詞
*,BOS/EOS
*,BOS/EOS
あのー,感動詞
本題,名詞
が,助詞
ある,動詞
ん,助詞
です,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
で,助詞
ちょっと,副詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
皆,名詞
さん,接尾辞
の,助詞
その,連体詞
前,名詞
本題,名詞
に,助詞
*,BOS/EOS
*,BOS/EOS
入る,動詞
前,名詞
に,助詞
ね,助詞
ちょっと,副詞
ゆっくり,副詞
お,接頭辞
話,名詞
で,助詞
も,助詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
えー,感動詞
する,動詞
て,助詞
する,動詞
せる,助動詞
て,助詞
いただける,動詞
ば,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
と,助詞
思う,動詞
ます,助動詞
た,助動詞
の,助詞
だ,助動詞
なん,代名詞
で,助詞
タイトル,名詞
点,名詞
だ,助動詞
の,助詞
*,BOS/EOS
*,BOS/EOS
いや,感動詞
別,名詞
だ,助動詞
なん,代名詞
か,助詞
特に,副詞
意味,名詞
は,助詞
ない,形容詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
別,名詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
特に,副詞
意味,名詞
は,助詞
ない,形容詞
ん,助詞
だ,助動詞
けど,助詞
なん,代名詞
か,助詞
点,名詞
に,助詞
する,動詞
て,助詞
みる,動詞
ます,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
だ,助動詞
の,助詞
だ,助動詞
いや,感動詞
本題,名詞
忘れる,動詞
てる,助動詞
ない,助動詞
*,BOS/EOS
*,BOS/EOS
今日,名詞
の,助詞
本題,名詞
は,助詞
忘れる,動詞
わけ,名詞
が,助詞
ない,形容詞
本題,名詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
で,助詞
安心,名詞
する,動詞
て,助詞
くださる,動詞
しっかり,副詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
今日,名詞
は,助詞
本題,名詞
を,助詞
皆,名詞
さん,接尾辞
と,助詞
共有,名詞
する,動詞
て,助詞
いく,動詞
*,BOS/EOS
*,BOS/EOS
ない,形容詞
いける,動詞
ない,助動詞
日,名詞
だ,助動詞
の,助詞
だ,助動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
先,名詞
に,助詞
本題,名詞
から,助詞
いく,動詞
ます,助動詞
か,助詞
別,名詞
だ,助動詞
本題,名詞
から,助詞
*,BOS/EOS
*,BOS/EOS
ゆっくり,副詞
雑談,名詞
する,動詞
か,助詞
な,助詞
と,助詞
*,BOS/EOS
*,BOS/EOS
ゆっくり,副詞
ね,助詞
雑談,名詞
も,助詞
する,動詞
ない,助動詞
いける,動詞
ない,助動詞
と,助詞
いう,動詞
こと,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
本題,名詞
から,助詞
いく,動詞
か,助詞
俺,代名詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
オワコン,名詞
大,接頭辞
会議,名詞
って,助詞
皆,名詞
さん,接尾辞
知る,動詞
てる,助動詞
ます,助動詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
世の中,名詞
の,助詞
*,BOS/EOS
*,BOS/EOS
オワコン,名詞
を,助詞
集める,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
俺,代名詞
たち,接尾辞
が,助詞
いかに,副詞
する,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
オワコン,名詞
に,助詞
なる,動詞
た,助動詞
か,助詞
って,助詞
いう,動詞
の,助詞
を,助詞
会議,名詞
する,動詞
合う,動詞
って,助詞
いう,動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
オワコン,名詞
大,接頭辞
会議,名詞
って,助詞
いう,動詞
の,助詞
を,助詞
俺,代名詞
主催,名詞
する,動詞
*,BOS/EOS
*,BOS/EOS
オワコン,名詞
大,接頭辞
会議,名詞
*,BOS/EOS
*,BOS/EOS
実行,名詞
委員,名詞
会,名詞
の,助詞
私会,名詞
長,接尾辞
に,助詞
なる,動詞
てる,助動詞
ます,助動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
ちょっと,副詞
今年,名詞
中,接尾辞
に,助詞
なん,代名詞
て,助詞
いう,動詞
の,助詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
ね,助詞
オワコン,名詞
大,接頭辞
会議,名詞
*,BOS/EOS
*,BOS/EOS
開く,動詞
ない,助動詞
いける,動詞
ない,助動詞
の,助詞
か,助詞
な,助詞
と,助詞
*,BOS/EOS
*,BOS/EOS
もこう,名詞
の,助詞
実況,名詞
見る,動詞
て,助詞
とうとう,副詞
決心,名詞
する,動詞
ます,助動詞
た,助動詞
が,助詞
*,BOS/EOS
*,BOS/EOS
はい,感動詞
もこう,名詞
先生,名詞
の,助詞
実況,名詞
を,助詞
見る,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
私,代名詞
も,助詞
やる,動詞
決心,名詞
を,助詞
する,動詞
ます,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
だ,助動詞
の,助詞
だ,助動詞
ちょっと,副詞
まだ,副詞
本人,名詞
に,助詞
は,助詞
ね,助詞
伝える,動詞
てる,助動詞
ない,助動詞
ん,助詞
です,助動詞
けど,助詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
一応,名詞
ちょっと,副詞
私,代名詞
の,助詞
モチベーション,名詞
が,助詞
*,BOS/EOS
*,BOS/EOS
あの,感動詞
実況,名詞
動画,名詞
を,助詞
見る,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
あ,感動詞
俺,代名詞
やる,動詞
ない,助動詞
いける,動詞
ない,助動詞
と,助詞
*,BOS/EOS
*,BOS/EOS
俺,代名詞
が,助詞
やる,動詞
ない,助動詞
いける,動詞
ない,助動詞
と,助詞
*,BOS/EOS
*,BOS/EOS
いう,動詞
こと,名詞
に,助詞
なる,動詞
ます,助動詞
た,助動詞
の,助詞
だ,助動詞
別,名詞
だ,助動詞
悪口,名詞
だ,助動詞
ない,形容詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
いい,形容詞
意味,名詞
で,助詞
ね,助詞
いい,形容詞
意味,名詞
で,助詞
そう,副詞
いう,動詞
風,名詞
だ,助動詞
なる,動詞
ます,助動詞
た,助動詞
の,助詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
ちょっと,副詞
ね,助詞
まあ,副詞
で,助詞
も,助詞
*,BOS/EOS
*,BOS/EOS
あの,感動詞
メンツ,名詞
は,助詞
やっぱ,副詞
さ,助詞
なん,代名詞
つう,助動詞
の,助詞
*,BOS/EOS
*,BOS/EOS
影,名詞
だ,助動詞
こそ,助詞
こそ,助詞
さ,助詞
なん,代名詞
か,助詞
選ぶ,動詞
の,助詞
も,助詞
なん,代名詞
か,助詞
*,BOS/EOS
*,BOS/EOS
尺,名詞
だ,助動詞
ない,形容詞
です,助動詞
か,助詞
だ,助動詞
から,助詞
皆,名詞
さん,接尾辞
と,助詞
*,BOS/EOS
*,BOS/EOS
誰,代名詞
を,助詞
呼ぶ,動詞
か,助詞
って,助詞
いう,動詞
話,名詞
に,助詞
なる,動詞
て,助詞
くる,動詞
ん,助詞
です,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
誰,代名詞
を,助詞
呼ぶ,動詞
か,助詞
って,助詞
いう,動詞
話,名詞
に,助詞
なる,動詞
て,助詞
くる,動詞
ん,助詞
です,助動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
で,助詞
ちょっと,副詞
軽い,形容詞
*,BOS/EOS
*,BOS/EOS
うんこ,名詞
ちゃん,接尾辞
この,連体詞
人,名詞
よい,形容詞
ない,形容詞
みたい,形状詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
そう,副詞
いう,動詞
案,名詞
を,助詞
ちょっと,副詞
集う,動詞
か,助詞
な,助詞
と,助詞
思う,動詞
ます,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
いや,感動詞
もこう,名詞
先生,名詞
は,助詞
分かる,動詞
ます,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
もこう,名詞
啓,名詞
蒸,名詞
あたり,名詞
は,助詞
さ,助詞
ちょっと,副詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
その,連体詞
呼ぶ,動詞
ない,助動詞
いける,動詞
ない,助動詞
な,助詞
って,助詞
いう,動詞
の,助詞
は,助詞
分かる,動詞
ん,助詞
です,助動詞
けど,助詞
*,BOS/EOS
*,BOS/EOS
いや,感動詞
ちょっと,副詞
ほん,代名詞
ちゅう,助動詞
*,BOS/EOS
*,BOS/EOS
あの,感動詞
ね,助詞
みんな,名詞
に,助詞
言う,動詞
たい,助動詞
の,助詞
は,助詞
なん,代名詞
か,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
