*,BOS/EOS
なん,代名詞
か,助詞
噂,名詞
に,助詞
よる,動詞
と,助詞
ね,助詞
、,補助記号
その,連体詞
会員,名詞
人数,名詞
が,助詞
多分,副詞
ね,助詞
、,補助記号
3000,名詞
人,接尾辞
と,助詞
か,助詞
5000,名詞
人,接尾辞
くらい,助詞
いる,動詞
ない,助動詞
と,助詞
、,補助記号
あのー,感動詞
、,補助記号
あれ,代名詞
だ,助動詞
ん,助詞
だ,助動詞
よ,助詞
、,補助記号
たまに,副詞
ある,動詞
だ,助動詞
、,補助記号
チャンネル,名詞
だ,助動詞
の,助詞
に,助詞
さ,助詞
、,補助記号
個人,名詞
が,助詞
やる,動詞
てる,助動詞
チャンネル,名詞
放送,名詞
だ,助動詞
の,助詞
に,助詞
、,補助記号
なん,代名詞
か,助詞
立ち見,名詞
2,名詞
0,名詞
、,補助記号
2,名詞
0,名詞
個,接尾辞
くらい,助詞
開放,名詞
する,動詞
れる,助動詞
てる,助動詞
、,補助記号
幕末,名詞
志士,名詞
と,助詞
か,助詞
ある,動詞
ん,助詞
だ,助動詞
。,補助記号
やっぱ,副詞
会員,名詞
が,助詞
多い,形容詞
と,助詞
特別,形状詞
待遇,名詞
、,補助記号
らしい,助動詞
ぜ,助詞
。,補助記号
知る,動詞
ぬ,助動詞
が,助詞
。,補助記号
その,連体詞
辺,名詞
の,助詞
なん,代名詞
か,助詞
、,補助記号
いい,形容詞
塩梅,名詞
は,助詞
知る,動詞
ない,助動詞
。,補助記号
何人,名詞
から,助詞
いい,形容詞
ん,助詞
だ,助動詞
よ,助詞
みたい,形状詞
だ,助動詞
の,助詞
は,助詞
知る,動詞
ない,助動詞
。,補助記号
*,BOS/EOS
*,BOS/EOS
ある,動詞
ん,助詞
だ,助動詞
よ,助詞
。,補助記号
そう,副詞
いう,動詞
の,助詞
って,助詞
言う,動詞
ば,助詞
意外,形状詞
と,助詞
検討,名詞
する,動詞
て,助詞
くれる,動詞
よ,助詞
、,補助記号
なん,代名詞
か,助詞
めんど,名詞
くさい,接尾辞
じゃん,助詞
。,補助記号
めんど,名詞
くさい,接尾辞
ない,形容詞
か,助詞
。,補助記号
立ち見,名詞
オウム,名詞
と,助詞
か,助詞
、,補助記号
いや,形状詞
だ,助動詞
から,助詞
さ,助詞
、,補助記号
一,名詞
回,名詞
やる,動詞
て,助詞
みる,動詞
てる,助動詞
ん,助詞
だ,助動詞
よ,助詞
なー,助詞
、,補助記号
あ,感動詞
、,補助記号
みんな,名詞
立ち見,名詞
Z,記号
の,助詞
みんな,名詞
ー,補助記号
、,補助記号
みたい,形状詞
だ,助動詞
さ,助詞
。,補助記号
*,BOS/EOS
*,BOS/EOS
2,名詞
6,名詞
部屋,名詞
っつう,助動詞
こと,名詞
は,助詞
、,補助記号
1,名詞
3,名詞
0,名詞
0,名詞
0,名詞
人,接尾辞
だ,助動詞
。,補助記号
たまーに,副詞
さ,助詞
、,補助記号
そん,連体詞
くらい,助詞
見る,動詞
て,助詞
くれる,動詞
とき,名詞
ある,動詞
じゃん,助詞
。,補助記号
そう,副詞
いう,動詞
とき,名詞
の,助詞
やっぱ,副詞
脳汁,名詞
、,補助記号
溢れ出す,動詞
脳汁,名詞
。,補助記号
味わう,動詞
て,助詞
みる,動詞
てる,助動詞
ん,助詞
だ,助動詞
けど,助詞
なー,助詞
。,補助記号
味わう,動詞
て,助詞
みる,動詞
たい,助動詞
や,助詞
。,補助記号
*,BOS/EOS
*,BOS/EOS
プレミアム,名詞
会員,名詞
だ,助動詞
の,助詞
に,助詞
満員,名詞
で,助詞
入れる,動詞
ない,助動詞
の,助詞
ほんと,名詞
やめる,動詞
て,助詞
ほしい,形容詞
。,補助記号
なん,代名詞
か,助詞
もったい,名詞
ない,形容詞
よ,助詞
なー,助詞
。,補助記号
二,名詞
重,名詞
課金,名詞
する,動詞
せる,助動詞
と,助詞
する,動詞
てる,助動詞
よ,助詞
ね,助詞
。,補助記号
つう,助動詞
か,助詞
さ,助詞
、,補助記号
俺,代名詞
こんな,連体詞
こと,名詞
言う,動詞
の,助詞
も,助詞
あれ,代名詞
だ,助動詞
ん,助詞
だ,助動詞
けど,助詞
、,補助記号
あの,連体詞
チャンネル,名詞
持つ,動詞
てる,助動詞
やつ,名詞
だ,助動詞
さ,助詞
、,補助記号
プレミアム,名詞
で,助詞
満員,名詞
に,助詞
なる,動詞
やつ,名詞
なんか,助詞
いる,動詞
ない,助動詞
じゃん,助詞
。,補助記号
絶対,名詞
プレミアム,名詞
やめる,動詞
て,助詞
チャンネル,名詞
会員,名詞
に,助詞
なる,動詞
