*,BOS/EOS
ただいま,名詞
*,BOS/EOS
*,BOS/EOS
今,名詞
戻る,動詞
た,助動詞
で,助詞
*,BOS/EOS
*,BOS/EOS
おしっこ,名詞
の,助詞
音,名詞
が,助詞
聞こえる,動詞
てる,助動詞
た,助動詞
、,補助記号
聞こえる,動詞
て,助詞
くる,動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
俺,代名詞
が,助詞
来る,動詞
みたい,形状詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
そう,副詞
いう,動詞
なん,代名詞
か,助詞
情緒,名詞
の,助詞
ある,動詞
放送,名詞
に,助詞
*,BOS/EOS
*,BOS/EOS
なる,動詞
て,助詞
くる,動詞
ます,助動詞
た,助動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
断言,名詞
する,動詞
、,補助記号
風呂場,名詞
で,助詞
おしっこ,名詞
する,動詞
の,助詞
が,助詞
一番,副詞
気持ち,名詞
いい,形容詞
から,助詞
*,BOS/EOS
*,BOS/EOS
マジ,形状詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
おめえ,代名詞
ら,接尾辞
も,助詞
真似,名詞
する,動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
ペット,名詞
ボトル,名詞
に,助詞
おしっこ,名詞
する,動詞
*,BOS/EOS
*,BOS/EOS
一,名詞
個,接尾辞
前,名詞
の,助詞
段階,名詞
まで,助詞
来る,動詞
てる,助動詞
な,助詞
俺,代名詞
も,助詞
*,BOS/EOS
*,BOS/EOS
ペット,名詞
ボトル,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
おしっこ,名詞
する,動詞
一,名詞
個,接尾辞
前,名詞
の,助詞
段階,名詞
に,助詞
*,BOS/EOS
*,BOS/EOS
今,名詞
俺,代名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
来る,動詞
てる,助動詞
ん,助詞
だ,助動詞
ない,形容詞
です,助動詞
か,助詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
お前,代名詞
の,助詞
親父,名詞
って,助詞
野球,名詞
興味,名詞
ある,動詞
の,助詞
か,助詞
*,BOS/EOS
*,BOS/EOS
うち,名詞
の,助詞
お,接頭辞
父,名詞
さん,接尾辞
の,助詞
影響,名詞
で,助詞
俺,代名詞
は,助詞
ジャイアンツ,名詞
ファン,名詞
だ,助動詞
から,助詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
うち,名詞
の,助詞
お,接頭辞
父,名詞
さん,接尾辞
の,助詞
影響,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
ミサワミツハル,名詞
と,助詞
*,BOS/EOS
*,BOS/EOS
あのー,感動詞
なん,代名詞
だ,助動詞
っけ,助詞
*,BOS/EOS
*,BOS/EOS
プロレス,名詞
と,助詞
野球,名詞
が,助詞
好き,形状詞
だ,助動詞
なる,動詞
た,助動詞
の,助詞
は,助詞
*,BOS/EOS
*,BOS/EOS
完全,形状詞
だ,助動詞
親父,名詞
の,助詞
影響,名詞
だ,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
間違い,名詞
ない,形容詞
*,BOS/EOS
*,BOS/EOS
エクゾディア,名詞
の,助詞
やつ,名詞
ツイッター,名詞
だ,助動詞
ある,動詞
た,助動詞
ぞ,助詞
*,BOS/EOS
*,BOS/EOS
エクゾディア,名詞
の,助詞
やつ,名詞
は,助詞
もう,副詞
*,BOS/EOS
*,BOS/EOS
レギュレーション,名詞
違反,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
出入り,名詞
禁止,名詞
に,助詞
なる,動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
それ,代名詞
風呂場,名詞
の,助詞
下,名詞
切る,動詞
た,助動詞
わかる,動詞
ぞ,助詞
*,BOS/EOS
*,BOS/EOS
マジレス,名詞
する,動詞
れる,助動詞
ちゃう,助動詞
た,助動詞
やん,助詞
*,BOS/EOS
*,BOS/EOS
ジュン,名詞
って,助詞
学生,名詞
の,助詞
頃,名詞
野球,名詞
部,名詞
だ,助動詞
た,助動詞
の,助詞
に,助詞
*,BOS/EOS
*,BOS/EOS
ジャグ,名詞
知る,動詞
ない,助動詞
の,助詞
か,助詞
*,BOS/EOS
*,BOS/EOS
ジャグ,名詞
って,助詞
何,代名詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
ジャグ,名詞
って,助詞
*,BOS/EOS
*,BOS/EOS
親父,名詞
前日,名詞
明かり,名詞
許せる,動詞
ない,助動詞
*,BOS/EOS
*,BOS/EOS
ミサワミツハル,名詞
だ,助動詞
た,助動詞
ん,助詞
だ,助動詞
よ,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
俺,代名詞
の,助詞
中,名詞
の,助詞
*,BOS/EOS
