*,BOS/EOS
ご,接頭辞
視聴,名詞
ありがとう,感動詞
ござる,動詞
ます,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
ご,接頭辞
視聴,名詞
ありがとう,感動詞
ござる,動詞
ます,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
動画,名詞
を,助詞
ご覧,名詞
の,助詞
皆,名詞
さん,接尾辞
、,補助記号
有難う,感動詞
ござる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
ビデオ,名詞
を,助詞
ご覧,名詞
の,助詞
皆,名詞
さん,接尾辞
、,補助記号
有難う,感動詞
ござる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
動画,名詞
を,助詞
ご覧,名詞
の,助詞
皆,名詞
さん,接尾辞
、,補助記号
有難う,感動詞
ござる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
動画,名詞
を,助詞
ご覧,名詞
の,助詞
皆,名詞
さん,接尾辞
、,補助記号
有難う,感動詞
ござる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
アーーーーーシュ,名詞
*,BOS/EOS
*,BOS/EOS
どう,副詞
も,助詞
桁,名詞
魂,名詞
、,補助記号
声,名詞
だ,助動詞
し,助詞
すむ,動詞
ます,助動詞
ぬ,助動詞
*,BOS/EOS
*,BOS/EOS
申し訳,名詞
ない,形容詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
ジャイアンツ,名詞
が,助詞
強い,形容詞
すぎる,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
もう,副詞
、,補助記号
謝罪,名詞
会見,名詞
を,助詞
開く,動詞
ない,助動詞
いける,動詞
ない,助動詞
か,助詞
も,助詞
しれる,動詞
ない,助動詞
*,BOS/EOS
*,BOS/EOS
申し訳,名詞
ない,形容詞
*,BOS/EOS
*,BOS/EOS
早め,形状詞
だ,助動詞
ビール,名詞
かける,動詞
やる,動詞
とく,助動詞
ぜ,助詞
*,BOS/EOS
*,BOS/EOS
すごい,形容詞
申し訳,名詞
ない,形容詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
こんな,形状詞
だ,助動詞
強い,形容詞
球団,名詞
を,助詞
作る,動詞
て,助詞
しまう,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
負ける,動詞
気,名詞
が,助詞
する,動詞
ます,助動詞
ぬ,助動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
半身,名詞
が,助詞
弱い,形容詞
って,助詞
言う,動詞
の,助詞
も,助詞
ある,動詞
ん,助詞
だ,助動詞
けど,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
すごい,形容詞
楽しい,形容詞
わ,助詞
、,補助記号
ほんと,名詞
に,助詞
*,BOS/EOS
*,BOS/EOS
巨人,名詞
半身,名詞
って,助詞
さ,助詞
、,補助記号
半身,名詞
が,助詞
弱い,形容詞
とき,名詞
の,助詞
巨人,名詞
半身,名詞
って,助詞
最高,名詞
だ,助動詞
おもろい,形容詞
から,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
楽しい,形容詞
です,助動詞
*,BOS/EOS
*,BOS/EOS
今,名詞
シーズン,名詞
は,助詞
楽しめる,動詞
そう,形状詞
です,助動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
楽しめる,動詞
そう,形状詞
です,助動詞
わ,助詞
、,補助記号
ちょっと,副詞
屋,接尾辞
に,助詞
ゆっくり,副詞
座る,動詞
せる,助動詞
て,助詞
くれる,動詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
ちょっと,副詞
、,補助記号
やっぱ,副詞
悲劇,名詞
の,助詞
球団,名詞
が,助詞
ね,助詞
、,補助記号
強い,形容詞
と,助詞
*,BOS/EOS
*,BOS/EOS
あ,感動詞
、,補助記号
ねえ,名詞
ない,形容詞
ねえ,助詞
、,補助記号
そう,副詞
そう,副詞
そう,副詞
*,BOS/EOS
*,BOS/EOS
春,名詞
の,助詞
甲子,名詞
園,接尾辞
って,助詞
どこ,代名詞
が,助詞
優勝,名詞
する,動詞
た,助動詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
ならし,名詞
の,助詞
が,助詞
勝つ,動詞
た,助動詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
春,名詞
の,助詞
甲子,名詞
園,接尾辞
*,BOS/EOS
*,BOS/EOS
負ける,動詞
ちゃう,助動詞
た,助動詞
ん,助詞
だ,助動詞
だ,助動詞
し,助詞
の,助詞
*,BOS/EOS
*,BOS/EOS
千葉,名詞
県勢,名詞
が,助詞
さ,助詞
、,補助記号
*,BOS/EOS
*,BOS/EOS
あんまり,副詞
さ,助詞
、,補助記号
春,名詞
の,助詞
甲子,名詞
園,接尾辞
って,助詞
全然,副詞
見る,動詞
てる,助動詞
ない,助動詞
て,助詞
、,補助記号
一瞬,名詞
は,助詞
見る,動詞
てる,助動詞
ない,助動詞
ん,助詞
だ,助動詞
けど,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
清涼,名詞
と,助詞
さ,助詞
、,補助記号
なん,代名詞
だ,助動詞
っけ,助詞
あそこ,代名詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
どっ,代名詞
か,助詞
が,助詞
ガチャガチャ,副詞
揉める,動詞
てる,助動詞
て,助詞
さ,助詞
、,補助記号
サイン,名詞
盗み,名詞
が,助詞
あー,感動詞
だ,助動詞
こー,副詞
だ,助動詞
って,助詞
さ,助詞
、,補助記号
いまだ,副詞
に,助詞
揉める,動詞
てる,助動詞
ない,助動詞
?,補助記号
*,BOS/EOS
