*,BOS/EOS
よっ,感動詞
こら,感動詞
セット,名詞
まぁ,副詞
まず,副詞
服,名詞
脱ぐ,動詞
ぜ,助詞
*,BOS/EOS
*,BOS/EOS
服,名詞
を,助詞
脱ぐ,動詞
こと,名詞
から,助詞
始める,動詞
ぜ,助詞
お,接頭辞
洋服,名詞
だ,助動詞
な,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
最近,名詞
ニコ,名詞
ニコ,名詞
が,助詞
開ける,動詞
ない,助動詞
ん,助詞
だ,助動詞
けど,助詞
なん,代名詞
で,助詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
なぜ,副詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
よっ,感動詞
こら,感動詞
セット,名詞
ちょっと,副詞
さ,助詞
俺,代名詞
さ,助詞
衝撃,名詞
の,助詞
事実,名詞
が,助詞
今,名詞
*,BOS/EOS
*,BOS/EOS
俺,代名詞
の,助詞
体,名詞
に,助詞
起こる,動詞
て,助詞
いる,動詞
て,助詞
また,副詞
左足,名詞
念,名詞
ざする,動詞
ちゃう,助動詞
て,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
異,接頭辞
次元,名詞
だ,助動詞
くら,名詞
晴れる,動詞
てる,助動詞
ん,助詞
だ,助動詞
けど,助詞
*,BOS/EOS
*,BOS/EOS
異,接頭辞
次元,名詞
だ,助動詞
くらい,助詞
晴れる,動詞
てる,助動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
尋常,形状詞
だ,助動詞
ない,形容詞
くらい,助詞
なん,代名詞
か,助詞
その,連体詞
前回,名詞
の,助詞
念,名詞
ざ,接尾辞
を,助詞
1,名詞
0,名詞
0,名詞
分,接尾辞
の,助詞
1,名詞
5,名詞
と,助詞
する,動詞
た,助動詞
今,名詞
1,名詞
0,名詞
0,名詞
分,接尾辞
の,助詞
1,名詞
0,名詞
くらい,助詞
*,BOS/EOS
*,BOS/EOS
理由,名詞
は,助詞
わかる,動詞
ない,助動詞
*,BOS/EOS
*,BOS/EOS
ギリギリ,副詞
なん,代名詞
と,助詞
か,助詞
ギリギリ,副詞
*,BOS/EOS
*,BOS/EOS
松葉,名詞
税,名詞
使う,動詞
ぬ,助動詞
に,助詞
歩く,動詞
てる,助動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
そろそろ,副詞
引退,名詞
会見,名詞
する,動詞
本当,名詞
だ,助動詞
よ,助詞
鷹,名詞
の,助詞
花,名詞
みたい,形状詞
だ,助動詞
体力,名詞
の,助詞
限界,名詞
タイトル,名詞
の,助詞
意味,名詞
は,助詞
何,代名詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
皆,名詞
さん,接尾辞
に,助詞
僕,代名詞
の,助詞
名前,名詞
を,助詞
覚える,動詞
て,助詞
いただく,動詞
たい,助動詞
な,助詞
と,助詞
思う,動詞
ます,助動詞
て,助詞
加藤純一,名詞
*,BOS/EOS
*,BOS/EOS
左足,名詞
が,助詞
さ,助詞
1,名詞
.,補助記号
5,名詞
倍,名詞
くらい,助詞
なる,動詞
ちまう,助動詞
て,助詞
さ,助詞
黄色い,形容詞
*,BOS/EOS
*,BOS/EOS
なる,動詞
ちゃう,助動詞
てる,助動詞
ん,助詞
だ,助動詞
よ,助詞
な,助詞
俺,代名詞
こんな,連体詞
こと,名詞
ない,形容詞
た,助動詞
の,助詞
に,助詞
なぁ,助詞
昔,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
本当,名詞
に,助詞
すごい,形容詞
タイトル,名詞
だ,助動詞
この,連体詞
タイトル,名詞
の,助詞
深い,形容詞
さ,接尾辞
が,助詞
わかる,動詞
ん,助詞
だ,助動詞
お前,代名詞
も,助詞
なかなか,副詞
じゃあ,接続詞
見どころ,名詞
の,助詞
ある,動詞
人間,名詞
だ,助動詞
な,助詞
*,BOS/EOS
*,BOS/EOS
この,連体詞
タイトル,名詞
の,助詞
深い,形容詞
さ,接尾辞
わかる,動詞
っつう,助動詞
こと,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
今日,名詞
の,助詞
タイトル,名詞
は,助詞
深い,形容詞
よ,助詞
今日,名詞
の,助詞
タイトル,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
本当,名詞
に,助詞
さぁ,助詞
治り,名詞
が,助詞
遅い,形容詞
なる,動詞
ちゃう,助動詞
て,助詞
びっくり,名詞
する,動詞
てる,助動詞
俺,代名詞
も,助詞
もっと,副詞
*,BOS/EOS
*,BOS/EOS
3,名詞
日,名詞
ぐらい,助詞
で,助詞
シュッ,副詞
と,助詞
治る,動詞
て,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
ん,感動詞
*,BOS/EOS
*,BOS/EOS
日常,名詞
生活,名詞
に,助詞
戻れる,動詞
もの,名詞
か,助詞
と,助詞
思う,動詞
て,助詞
いる,動詞
た,助動詞
の,助詞
に,助詞
*,BOS/EOS
