*,BOS/EOS
感じ,名詞
だ,助動詞
た,助動詞
ね,助詞
、,補助記号
パパ,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
新年,名詞
そろそろ,副詞
ズルズル,副詞
する,動詞
くる,動詞
て,助詞
すむ,動詞
ます,助動詞
ぬ,助動詞
*,BOS/EOS
*,BOS/EOS
これ,代名詞
から,助詞
も,助詞
夫婦,名詞
で,助詞
応援,名詞
する,動詞
て,助詞
いく,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
あと,名詞
途中,名詞
喋る,動詞
やすい,接尾辞
て,助詞
*,BOS/EOS
*,BOS/EOS
ため口,名詞
に,助詞
なる,動詞
て,助詞
しまう,動詞
ます,助動詞
た,助動詞
すむ,動詞
ます,助動詞
ぬ,助動詞
*,BOS/EOS
*,BOS/EOS
全然,副詞
いい,形容詞
です,助動詞
よ,助詞
、,補助記号
僕,代名詞
の,助詞
方,名詞
が,助詞
年下,名詞
だ,助動詞
し,助詞
*,BOS/EOS
*,BOS/EOS
今,名詞
の,助詞
人,名詞
から,助詞
*,BOS/EOS
*,BOS/EOS
メール,名詞
が,助詞
来る,動詞
てる,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
じっくり,副詞
待つ,動詞
だ,助動詞
ない,形容詞
か,助詞
*,BOS/EOS
*,BOS/EOS
やっぱ,副詞
4,名詞
0,名詞
超える,動詞
て,助詞
くる,動詞
と,助詞
メール,名詞
打つ,動詞
の,助詞
も,助詞
クソ,接頭辞
遅い,形容詞
だ,助動詞
から,助詞
*,BOS/EOS
*,BOS/EOS
じっくり,副詞
待つ,動詞
*,BOS/EOS
*,BOS/EOS
じっくり,副詞
待つ,動詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
貫禄,名詞
が,助詞
ある,動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
ガラケー,名詞
か,助詞
どう,副詞
か,助詞
聞く,動詞
ば,助詞
よい,形容詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
いや,感動詞
4,名詞
0,名詞
代,名詞
5,名詞
0,名詞
代,名詞
が,助詞
打つ,動詞
コメント,名詞
って,助詞
*,BOS/EOS
*,BOS/EOS
やっぱ,副詞
気,名詞
に,助詞
なる,動詞
よ,助詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
どんな,連体詞
、,補助記号
普通,名詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
だ,助動詞
ー,補助記号
!,補助記号
みたい,形状詞
だ,助動詞
の,助詞
って,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
若者,名詞
が,助詞
打つ,動詞
よう,形状詞
だ,助動詞
感じ,名詞
じゃん,助詞
*,BOS/EOS
*,BOS/EOS
やったー,感動詞
!,補助記号
って,助詞
打つ,動詞
てる,助動詞
って,助詞
可愛い,形容詞
ない,形容詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
4,名詞
0,名詞
の,助詞
ジジイ,名詞
が,助詞
*,BOS/EOS
*,BOS/EOS
やったー,感動詞
!,補助記号
って,助詞
*,BOS/EOS
*,BOS/EOS
変,名詞
だ,助動詞
ゲーム,名詞
、,補助記号
難しい,形容詞
ゲーム,名詞
クリア,名詞
する,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
アホ,名詞
みたい,形状詞
だ,助動詞
1,名詞
0,名詞
時間,名詞
見る,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
クリア,名詞
する,動詞
た,助動詞
時,名詞
に,助詞
やったー,感動詞
!,補助記号
って,助詞
*,BOS/EOS
*,BOS/EOS
すごい,形容詞
可愛い,形容詞
ない,形容詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
燃える,動詞
よ,助詞
な,助詞
、,補助記号
そんな,連体詞
の,助詞
*,BOS/EOS
*,BOS/EOS
パパ,名詞
*,BOS/EOS
*,BOS/EOS
嬉しい,形容詞
*,BOS/EOS
*,BOS/EOS
たまたま,副詞
見つける,動詞
た,助動詞
ん,助詞
だ,助動詞
って,助詞
*,BOS/EOS
*,BOS/EOS
競馬,名詞
王,名詞
が,助詞
好き,形状詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
競馬,名詞
の,助詞
動画,名詞
を,助詞
見る,動詞
と,助詞
する,動詞
てる,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
うんこ,名詞
ちゃん,接尾辞
の,助詞
ウィニング,名詞
ポスト,名詞
に,助詞
見る,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
お前,代名詞
競馬,名詞
好き,形状詞
だ,助動詞
奴,名詞
が,助詞
*,BOS/EOS
*,BOS/EOS
俺,代名詞
の,助詞
ウィニング,名詞
ポスト,名詞
の,助詞
動画,名詞
見る,動詞
て,助詞
面白い,形容詞
ない,形容詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
あんな,連体詞
競馬,名詞
を,助詞
冒涜,名詞
する,動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
やる,動詞
て,助詞
みる,動詞
もん,名詞
だ,助動詞
な,助詞
*,BOS/EOS
*,BOS/EOS
やはり,副詞
*,BOS/EOS
*,BOS/EOS
あの,感動詞
放送,名詞
明らか,形状詞
だ,助動詞
年齢,名詞
層,名詞
高い,形容詞
た,助動詞
もん,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
やる,動詞
て,助詞
みる,動詞
もん,名詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
人生,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
生,名詞
放送,名詞
に,助詞
コメント,名詞
する,動詞
た,助動詞
の,助詞
って,助詞
一,名詞
回,名詞
きり,助詞
だ,助動詞
って,助詞
*,BOS/EOS
*,BOS/EOS
人生,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
一,名詞
回,名詞
きり,助詞
だ,助動詞
*,BOS/EOS
*,BOS/EOS
最初,名詞
で,助詞
最後,名詞
*,BOS/EOS
*,BOS/EOS
よい,形容詞
ぞ,助詞
コメント,名詞
する,動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
全然,副詞
一瞬,名詞
で,助詞
返る,動詞
て,助詞
くる,動詞
ない,助動詞
*,BOS/EOS
*,BOS/EOS
あ,感動詞
*,BOS/EOS
*,BOS/EOS
か,助詞
と,助詞
じん,名詞
さま,接尾辞
新年,名詞
明ける,動詞
ます,助動詞
て,助詞
お,接頭辞
めでたい,形容詞
ござる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
4,名詞
0,名詞
歳,接尾辞
で,助詞
自営,名詞
業,接尾辞
する,動詞
て,助詞
いる,動詞
*,BOS/EOS
*,BOS/EOS
視聴,名詞
歴,接尾辞
は,助詞
1,名詞
年,名詞
ほど,助詞
に,助詞
なる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
自分,名詞
と,助詞
同じ,連体詞
よう,形状詞
だ,助動詞
年代,名詞
も,助詞
傾く,動詞
て,助詞
いる,動詞
と,助詞
聞く,動詞
て,助詞
*,BOS/EOS
*,BOS/EOS
少し,副詞
ホッと,副詞
する,動詞
て,助詞
いる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
良い,形容詞
た,助動詞
お,接頭辞
話す,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
P,記号
S,記号
3,名詞
時,名詞
まで,助詞
起きる,動詞
て,助詞
いる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
P,記号
S,記号
って,助詞
*,BOS/EOS
*,BOS/EOS
こっち,代名詞
から,助詞
かける,動詞
て,助詞
いい,形容詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
カンチ,名詞
*,BOS/EOS
*,BOS/EOS
セックス,名詞
する,動詞
みたい,形状詞
だ,助動詞
ノリ,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
俺,代名詞
に,助詞
魅力,名詞
的,接尾辞
だ,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
ちょっと,副詞
待つ,動詞
て,助詞
ね,助詞
今,名詞
*,BOS/EOS
*,BOS/EOS
かける,動詞
てる,助動詞
から,助詞
*,BOS/EOS
*,BOS/EOS
この,連体詞
人,名詞
かける,動詞
てる,助動詞
から,助詞
俺,代名詞
の,助詞
番号,名詞
だ,助動詞
から,助詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
あれ,代名詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
僕,代名詞
の,助詞
番号,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
はい,感動詞
はい,感動詞
はい,感動詞
*,BOS/EOS
*,BOS/EOS
はい,感動詞
はい,感動詞
はい,感動詞
はい,感動詞
*,BOS/EOS
*,BOS/EOS
です,助動詞
*,BOS/EOS
*,BOS/EOS
かける,動詞
て,助詞
も,助詞
*,BOS/EOS
*,BOS/EOS
ちょっと,副詞
ため口,名詞
聞く,動詞
て,助詞
みる,動詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
かける,動詞
て,助詞
も,助詞
大丈夫,形状詞
って,助詞
*,BOS/EOS
*,BOS/EOS
やめる,動詞
*,BOS/EOS
*,BOS/EOS
うやまう,動詞
*,BOS/EOS
*,BOS/EOS
年齢,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
すごい,形容詞
*,BOS/EOS
*,BOS/EOS
4,名詞
4,名詞
歳,接尾辞
の,助詞
タミ,名詞
です,助動詞
*,BOS/EOS
*,BOS/EOS
初めまして,感動詞
明ける,動詞
ます,助動詞
て,助詞
お,接頭辞
めでたい,形容詞
ござる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
うん,感動詞
ぐん,副詞
ち,名詞
ゃんのひとまわり,名詞
上,接尾辞
です,助動詞
*,BOS/EOS
*,BOS/EOS
だ,助動詞
から,助詞
さ,助詞
*,BOS/EOS
*,BOS/EOS
おそい,形容詞
ん,助詞
だ,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
離婚,名詞
は,助詞
さっき,名詞
の,助詞
やつ,名詞
*,BOS/EOS
*,BOS/EOS
離婚,名詞
は,助詞
小学,名詞
生,接尾辞
3,名詞
年,名詞
生,接尾辞
の,助詞
頃,名詞
パパ,名詞
の,助詞
浮気,名詞
が,助詞
原因,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
お,接頭辞
母,名詞
さん,接尾辞
と,助詞
暮らす,動詞
て,助詞
いる,動詞
た,助動詞
の,助詞
です,助動詞
が,助詞
*,BOS/EOS
*,BOS/EOS
お,接頭辞
母,名詞
さん,接尾辞
が,助詞
再婚,名詞
する,動詞
こと,名詞
に,助詞
なる,動詞
ます,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
読む,動詞
せる,助動詞
な,助詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
お前,代名詞
あんな,形状詞
いい,形容詞
父親,名詞
だ,助動詞
と,助詞
思う,動詞
た,助動詞
の,助詞
に,助詞
*,BOS/EOS
*,BOS/EOS
おめえ,代名詞
の,助詞
親父,名詞
浮気,名詞
する,動詞
てる,助動詞
の,助詞
か,助詞
*,BOS/EOS
*,BOS/EOS
おい,感動詞
*,BOS/EOS
*,BOS/EOS
ふざける,動詞
な,助詞
*,BOS/EOS
*,BOS/EOS
僕,代名詞
の,助詞
心,名詞
*,BOS/EOS
*,BOS/EOS
まじ,形状詞
か,助詞
*,BOS/EOS
*,BOS/EOS
お前,代名詞
じゃあ,助詞
いい,形容詞
よ,助詞
俺,代名詞
の,助詞
こと,名詞
パパ,名詞
って,助詞
呼ぶ,動詞
で,助詞
いい,形容詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
パパ,名詞
の,助詞
リーン,名詞
で,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
お前,代名詞
俺,代名詞
の,助詞
こと,名詞
パパ,名詞
って,助詞
呼ぶ,動詞
で,助詞
いい,形容詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
えー,感動詞
これ,代名詞
か,助詞
*,BOS/EOS
*,BOS/EOS
僕,代名詞
の,助詞
*,BOS/EOS
*,BOS/EOS
お,感動詞
*,BOS/EOS
*,BOS/EOS
あ,感動詞
ちょっと,副詞
待つ,動詞
て,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
キャン,名詞
ッス,助動詞
*,BOS/EOS
*,BOS/EOS
えー,感動詞
僕,代名詞
の,助詞
*,BOS/EOS
*,BOS/EOS
番号,名詞
