*,BOS/EOS
こっち,代名詞
見る,動詞
て,助詞
喋る,動詞
ば,助詞
いい,形容詞
ん,助詞
です,助動詞
か,助詞
、,補助記号
最初,名詞
*,BOS/EOS
*,BOS/EOS
あ,感動詞
、,補助記号
はい,感動詞
、,補助記号
はい,感動詞
、,補助記号
わかる,動詞
ます,助動詞
た,助動詞
*,BOS/EOS
*,BOS/EOS
あ,感動詞
、,補助記号
これ,代名詞
もう,副詞
*,BOS/EOS
*,BOS/EOS
もう,副詞
ちょっと,副詞
コメント,名詞
が,助詞
とんでも,副詞
ない,形容詞
こと,名詞
に,助詞
なる,動詞
て,助詞
いる,動詞
けど,助詞
*,BOS/EOS
*,BOS/EOS
これ,代名詞
まだ,副詞
です,助動詞
よ,助詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
いや,感動詞
、,補助記号
もう,副詞
始まる,動詞
てる,助動詞
ます,助動詞
よ,助詞
ね,助詞
、,補助記号
多分,副詞
*,BOS/EOS
*,BOS/EOS
マイク,名詞
は,助詞
入る,動詞
て,助詞
いる,動詞
の,助詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
これ,代名詞
始まる,動詞
て,助詞
いる,動詞
ん,助詞
です,助動詞
か,助詞
*,BOS/EOS
*,BOS/EOS
あ,感動詞
、,補助記号
始まる,動詞
て,助詞
いる,動詞
ん,助詞
です,助動詞
か,助詞
*,BOS/EOS
*,BOS/EOS
始まる,動詞
て,助詞
いる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
はい,感動詞
、,補助記号
みな,名詞
さん,接尾辞
こんにちは,感動詞
*,BOS/EOS
*,BOS/EOS
ゲーム,名詞
実況,名詞
者,接尾辞
生,接尾辞
放送,名詞
特攻,名詞
座,接尾辞
と,助詞
いう,動詞
こと,名詞
で,助詞
よろしく,副詞
お,接頭辞
願う,動詞
する,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
あ,感動詞
、,補助記号
生,名詞
放送,名詞
も,助詞
ちゃんと,副詞
聞こえる,動詞
て,助詞
いる,動詞
ん,助詞
です,助動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
えーと,感動詞
です,助動詞
ね,助詞
、,補助記号
M,記号
C,記号
を,助詞
務める,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
私,代名詞
、,補助記号
うんこ,名詞
ちゃん,接尾辞
こと,名詞
加藤純一,名詞
と,助詞
申す,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
よろしく,副詞
お,接頭辞
願う,動詞
する,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
そして,接続詞
私,代名詞
、,補助記号
歌う,動詞
たい,助動詞
、,補助記号
実況,名詞
者,接尾辞
悩む,動詞
ぬ,助動詞
し,助詞
*,BOS/EOS
*,BOS/EOS
そして,接続詞
動画,名詞
投稿,名詞
者,接尾辞
*,BOS/EOS
*,BOS/EOS
あらゆる,連体詞
ジャンル,名詞
で,助詞
活動,名詞
する,動詞
せる,助動詞
て,助詞
いただく,動詞
て,助詞
いる,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
モボ,名詞
と,助詞
申す,動詞
ます,助動詞
、,補助記号
以後,名詞
お,接頭辞
見知り,名詞
を,助詞
*,BOS/EOS
*,BOS/EOS
え,感動詞
?,補助記号
*,BOS/EOS
*,BOS/EOS
あ,感動詞
、,補助記号
誰,代名詞
も,助詞
拍手,名詞
だ,助動詞
ない,形容詞
て,助詞
いい,形容詞
です,助動詞
*,BOS/EOS
*,BOS/EOS
あの,感動詞
モボ,名詞
くん,接尾辞
は,助詞
ね,助詞
、,補助記号
拍手,名詞
いる,動詞
ない,助動詞
です,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
と,助詞
いう,動詞
こと,名詞
で,助詞
*,BOS/EOS
*,BOS/EOS
こう,副詞
いう,動詞
感じ,名詞
で,助詞
いく,動詞
ん,助詞
です,助動詞
か,助詞
、,補助記号
今日,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
まじ,形状詞
っす,助動詞
か,助詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
か,助詞
さ,助詞
、,補助記号
あれ,代名詞
じゃん,助詞
*,BOS/EOS
*,BOS/EOS
今,名詞
見る,動詞
て,助詞
くる,動詞
た,助動詞
けど,助詞
さ,助詞
、,補助記号
1,名詞
日,名詞
*,BOS/EOS
*,BOS/EOS
早速,副詞
ね,助詞
、,補助記号
自分,名詞
語り,接尾辞
で,助詞
申し訳,名詞
ない,形容詞
けど,助詞
*,BOS/EOS
*,BOS/EOS
自分,名詞
語り,接尾辞
ね,助詞
、,補助記号
右,名詞
に,助詞
並べる,動詞
実況,名詞
者,接尾辞
ばっかり,助詞
じゃん,助詞
*,BOS/EOS
*,BOS/EOS
まあ,副詞
そう,副詞
です,助動詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
今日,名詞
は,助詞
いつ,代名詞
も,助詞
通り,名詞
ね,助詞
、,補助記号
やる,動詞
て,助詞
いく,動詞
か,助詞
な,助詞
と,助詞
思う,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
なん,代名詞
で,助詞
よろしく,副詞
お,接頭辞
願う,動詞
する,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
今回,名詞
は,助詞
、,補助記号
ゲーム,名詞
実況,名詞
生,接尾辞
放送,名詞
*,BOS/EOS
*,BOS/EOS
トーク,名詞
講座,名詞
と,助詞
いう,動詞
こと,名詞
で,助詞
なん,代名詞
か,助詞
偉い,形容詞
そう,形状詞
です,助動詞
けど,助詞
*,BOS/EOS
*,BOS/EOS
前半,名詞
は,助詞
生,名詞
放送,名詞
で,助詞
ゲーム,名詞
実況,名詞
を,助詞
する,動詞
際,名詞
の,助詞
コツ,名詞
など,助詞
の,助詞
講座,名詞
*,BOS/EOS
*,BOS/EOS
後半,名詞
は,助詞
最近,名詞
の,助詞
ゲーム,名詞
事情,名詞
、,補助記号
実況,名詞
事情,名詞
に,助詞
つく,動詞
て,助詞
ぶっちゃける,動詞
投稿,名詞
する,動詞
て,助詞
いく,動詞
と,助詞
*,BOS/EOS
*,BOS/EOS
いう,動詞
こと,名詞
に,助詞
なる,動詞
て,助詞
おる,動詞
ます,助動詞
が,助詞
*,BOS/EOS
*,BOS/EOS
