*,BOS/EOS
クソ,接頭辞
ニート,名詞
タイム,名詞
から,助詞
ちょっと,副詞
ね,助詞
3,名詞
0,名詞
分,名詞
くらい,助詞
やる,動詞
か,助詞
な,助詞
と,助詞
思う,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
ニコ,名詞
生,接尾辞
は,助詞
やる気,名詞
する,動詞
ます,助動詞
ぬ,助動詞
よろしく,副詞
お,接頭辞
願う,動詞
する,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
今日,名詞
休み,名詞
だ,助動詞
ん,助詞
だ,助動詞
よ,助詞
俺,代名詞
実,名詞
は,助詞
*,BOS/EOS
*,BOS/EOS
何,代名詞
を,助詞
隠す,動詞
隠す,動詞
て,助詞
悪い,形容詞
た,助動詞
けど,助詞
*,BOS/EOS
*,BOS/EOS
休み,名詞
だ,助動詞
ん,助詞
だ,助動詞
よ,助詞
*,BOS/EOS
*,BOS/EOS
ちょっと,副詞
予定,名詞
が,助詞
ある,動詞
から,助詞
ちょっと,副詞
ね,助詞
*,BOS/EOS
*,BOS/EOS
月曜,名詞
日,名詞
は,助詞
仕事,名詞
早い,形容詞
終わる,動詞
から,助詞
*,BOS/EOS
*,BOS/EOS
その,連体詞
タイミング,名詞
で,助詞
やる,動詞
か,助詞
な,助詞
と,助詞
思う,動詞
た,助動詞
ん,助詞
だ,助動詞
よ,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
1,名詞
0,名詞
時,名詞
半,名詞
から,助詞
ちょっと,副詞
行く,動詞
ない,助動詞
いける,動詞
ない,助動詞
とこ,名詞
が,助詞
ある,動詞
から,助詞
*,BOS/EOS
*,BOS/EOS
それ,代名詞
まで,助詞
の,助詞
3,名詞
0,名詞
分,名詞
ちょっと,副詞
アジャスト,名詞
する,動詞
て,助詞
いく,動詞
か,助詞
な,助詞
と,助詞
*,BOS/EOS
*,BOS/EOS
そう,副詞
いう,動詞
意気,名詞
込み,接尾辞
そう,副詞
いう,動詞
なん,代名詞
て,助詞
いう,動詞
の,助詞
か,助詞
な,助詞
*,BOS/EOS
*,BOS/EOS
全然,副詞
志,名詞
が,助詞
低い,形容詞
意気,名詞
込み,接尾辞
*,BOS/EOS
*,BOS/EOS
ジム,名詞
だ,助動詞
ない,形容詞
ジム,名詞
は,助詞
今日,名詞
夜,名詞
行く,動詞
か,助詞
な,助詞
と,助詞
思う,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
一,名詞
つ,接尾辞
よろしく,副詞
お,接頭辞
願う,動詞
する,動詞
ます,助動詞
*,BOS/EOS
*,BOS/EOS
最近,名詞
あれ,代名詞
だ,助動詞
な,助詞
ほんと,名詞
な,助詞
*,BOS/EOS
*,BOS/EOS
ほんと,名詞
小春,名詞
メイ,名詞
できる,動詞
た,助動詞
な,助詞
だんだん,副詞
*,BOS/EOS
*,BOS/EOS
チャット,名詞
凍結,名詞
どう,副詞
に,助詞
か,助詞
する,動詞
て,助詞
くれる,動詞
*,BOS/EOS
*,BOS/EOS
それ,代名詞
は,助詞
もう,副詞
あれ,代名詞
だ,助動詞
な,助詞
